,customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
606,0867-LDTTC,False,Male,False,False,False,5,True,False,DSL,False,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),75.15,392.65,2.47
607,0867-MKZVY,True,Female,False,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4,1592.35,2.71
608,0868-VJRDR,False,Male,False,True,False,64,True,False,Fiber optic,True,True,False,True,True,True,Two year,True,Credit card (automatic),104.05,6605.55,3.42
609,0869-PAPRP,False,Female,True,True,False,26,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.7,2067.0,2.82
610,0870-VEMYL,True,Female,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Credit card (automatic),53.85,259.8,1.77
611,0871-OPBXW,False,Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.05,39.25,0.66
612,0871-URUWO,True,Male,False,True,False,13,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),102.25,1359.0,3.36
613,0872-CASZJ,False,Male,False,True,False,59,True,True,DSL,True,False,False,True,False,True,One year,True,Mailed check,69.1,4096.9,2.27
614,0872-JCPIB,False,Male,False,False,False,17,True,True,DSL,True,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),65.75,1111.2,2.16
615,0872-NXJYS,True,Female,False,False,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.55,723.4,2.61
616,0875-CABNR,True,Female,True,False,False,10,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),84.6,865.55,2.78
617,0876-WDUUZ,True,Female,False,False,False,5,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Credit card (automatic),85.4,425.9,2.81
618,0877-SDMBN,True,Female,False,False,False,54,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),103.95,5639.05,3.41
619,0880-FVFWF,False,Male,False,False,False,56,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,86.4,4922.4,2.84
620,0880-TKATG,True,Male,False,True,True,4,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,101.15,385.9,3.32
621,0883-EIBTI,True,Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.5,31.55,0.64
622,0885-HMGPY,False,Male,False,False,False,62,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.4,4237.5,2.28
623,0886-QGENL,True,Female,True,True,False,27,True,False,Fiber optic,True,False,True,False,True,True,Month-to-month,True,Electronic check,101.25,2754.45,3.33
624,0887-HJGAR,True,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.7,45.7,1.5
625,0887-WBJVH,False,Female,False,True,False,53,True,False,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,93.45,4872.2,3.07
626,0895-DQHEW,True,Male,False,True,False,54,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.3,5278.15,3.43
627,0895-LMRSF,False,Male,False,False,False,23,True,False,DSL,False,False,False,False,True,True,One year,True,Bank transfer (automatic),64.9,1509.8,2.13
628,0895-LNKRC,False,Male,False,True,True,6,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.45,113.5,0.64
629,0895-UADGO,False,Male,False,False,True,8,False,False,DSL,True,False,False,True,False,True,Two year,True,Mailed check,44.55,343.45,1.46
630,0897-FEGMU,True,Female,False,True,False,11,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.5,1056.95,3.27
631,0898-XCGTF,False,Male,False,True,False,61,True,True,Fiber optic,False,False,False,False,True,True,One year,True,Bank transfer (automatic),96.5,5673.7,3.17
632,0899-LIIBW,False,Male,False,True,False,34,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,100.85,3527.3,3.31
633,0899-WZRSD,False,Male,False,False,False,56,True,True,Fiber optic,True,False,False,True,True,True,Month-to-month,True,Mailed check,105.35,5794.45,3.46
634,0902-RFHOF,False,Male,False,False,False,38,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.1,730.1,0.66
635,0902-XKXPN,False,Male,False,True,True,69,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.2,1376.5,0.66
636,0906-QVPMS,False,Male,False,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),115.15,8349.45,3.78
637,0907-HQNTS,False,Female,True,True,False,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),113.0,7987.6,3.71
638,0909-SDHNU,False,Female,False,False,True,7,False,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,29.8,201.95,0.98
639,0909-SELIE,False,Male,False,True,False,61,True,True,DSL,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),80.8,4860.85,2.65
641,0913-XWSCN,False,Male,False,True,True,55,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),85.5,4713.4,2.81
642,0916-KNFAJ,False,Male,False,True,False,61,True,True,DSL,True,False,True,False,False,True,Two year,True,Mailed check,69.9,4226.7,2.3
643,0916-QOFDP,False,Female,True,True,True,14,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.8,1346.3,3.15
644,0917-EZOLA,True,Male,True,True,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.15,7689.95,3.42
645,0921-OHLVP,False,Male,False,False,False,22,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,83.05,1799.3,2.73
646,0923-PNFUB,True,Female,False,False,False,3,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,83.75,247.25,2.75
647,0924-BJCRC,False,Female,True,True,False,60,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,89.45,5294.6,2.94
648,0925-VYDLG,True,Female,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.25,242.0,2.47
649,0927-CNGRH,False,Male,False,False,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.55,19.55,0.64
650,0927-LCSMG,True,Male,False,False,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,74.65,544.55,2.45
651,0928-JMXNP,False,Male,True,True,False,4,False,False,DSL,False,False,True,False,False,False,Month-to-month,True,Electronic check,29.9,118.25,0.98
652,0928-XUTSN,False,Female,False,False,False,13,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.5,1011.8,2.64
653,0929-HYQEW,False,Male,False,False,False,3,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,50.15,160.85,1.65
654,0929-PECLO,False,Female,True,False,False,63,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Bank transfer (automatic),89.6,5538.8,2.94
655,0930-EHUZA,False,Female,False,False,False,36,True,False,DSL,True,True,True,True,True,False,One year,True,Mailed check,76.35,2606.35,2.51
656,0931-MHTEM,False,Female,False,False,False,54,True,False,Fiber optic,True,True,False,False,True,True,One year,True,Credit card (automatic),100.05,5299.65,3.29
657,0932-YIXYU,False,Female,False,False,False,47,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.25,1029.8,0.67
658,0936-NQLJU,False,Female,False,True,False,41,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.65,875.55,0.68
659,0939-EREMR,False,Female,False,False,True,13,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,53.45,718.1,1.76
660,0939-YAPAF,True,Female,False,False,False,35,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.25,3527.6,3.29
661,0940-OUQEC,True,Male,False,False,False,10,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.7,788.8,2.65
662,0942-KOWSM,False,Female,False,True,True,30,True,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),80.8,2369.3,2.65
663,0943-ZQPXH,False,Male,False,True,True,44,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),92.95,4122.9,3.05
664,0945-TSONX,False,Female,False,True,True,47,True,True,DSL,True,True,False,True,True,True,Two year,True,Credit card (automatic),85.3,4107.25,2.8
665,0946-CLJTI,True,Male,True,True,False,58,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.7,5812.6,3.24
666,0946-FKYTX,False,Male,False,False,False,52,False,False,DSL,False,True,False,False,False,False,One year,False,Mailed check,30.1,1623.4,0.99
667,0947-IDHRQ,True,Female,False,False,False,7,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Mailed check,80.3,526.7,2.64
668,0947-MUGVO,True,Male,True,True,False,20,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,73.65,1463.5,2.42
670,0952-KMEEH,True,Male,False,False,False,13,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Mailed check,98.15,1230.25,3.22
671,0953-LGOVU,False,Male,False,True,True,12,False,False,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,35.5,432.25,1.17
672,0956-ACVZC,False,Female,False,False,False,54,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),94.1,5060.9,3.09
673,0956-SYCWG,False,Female,False,False,False,13,True,False,No,False,False,False,False,False,False,One year,False,Electronic check,19.65,244.8,0.65
674,0958-YHXGP,False,Female,False,False,False,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.9,497.3,2.3
675,0959-WHOKV,False,Male,False,False,False,42,True,True,Fiber optic,True,True,True,False,False,True,One year,True,Electronic check,99.0,4298.45,3.25
676,0960-HUWBM,False,Male,False,True,True,65,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),104.1,6700.05,3.42
677,0961-ZWLVI,False,Male,False,False,True,49,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),109.2,5290.45,3.59
678,0962-CQPWQ,False,Female,False,True,True,62,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.3,1296.15,0.67
679,0963-ZBDRN,True,Male,False,False,False,32,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,96.2,3183.4,3.16
680,0967-BMLBD,False,Female,False,True,True,11,True,False,No,False,False,False,False,False,False,One year,True,Mailed check,20.0,196.35,0.66
682,0968-GSIKN,True,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.8,70.8,2.33
683,0969-RGKCU,False,Male,False,True,True,37,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.8,677.05,0.65
684,0970-ETWGE,True,Male,False,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.55,89.55,2.94
685,0970-QXPXW,False,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.65,19.65,0.65
686,0971-QIFJK,False,Female,False,True,False,69,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),24.25,1641.8,0.8
687,0973-KYVNF,False,Female,False,True,True,72,True,False,DSL,True,True,True,False,True,False,Two year,True,Credit card (automatic),70.65,5011.15,2.32
688,0975-UYDTX,False,Female,False,True,False,26,True,True,DSL,True,True,True,True,True,True,One year,True,Credit card (automatic),90.1,2312.55,2.96
689,0975-VOOVL,False,Female,False,False,False,3,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,29.2,98.5,0.96
690,0979-MOZQI,False,Male,False,True,False,62,False,False,DSL,False,False,False,True,True,False,Two year,True,Bank transfer (automatic),39.0,2337.45,1.28
691,0979-PHULV,True,Male,False,True,True,69,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),99.45,7007.6,3.27
692,0980-FEXWF,False,Male,False,True,True,26,True,False,DSL,False,False,True,False,False,False,One year,False,Mailed check,50.35,1285.8,1.65
693,0980-PVMRC,False,Female,False,True,True,40,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,50.85,2036.55,1.67
694,0983-TATYJ,False,Female,False,True,False,33,True,False,DSL,False,False,False,True,False,False,One year,True,Mailed check,51.45,1758.9,1.69
695,0988-AADSA,False,Female,False,True,True,72,True,True,DSL,True,True,True,True,False,True,Two year,False,Bank transfer (automatic),80.85,5824.75,2.66
696,0988-JRWWP,False,Female,False,False,False,3,True,False,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,54.2,140.4,1.78
697,0991-BRRFB,True,Male,False,False,False,18,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,49.4,874.8,1.62
698,0993-OSGPT,False,Female,True,True,False,68,True,False,DSL,False,True,True,True,False,False,One year,True,Bank transfer (automatic),60.65,3975.9,1.99
699,0997-YTLNY,False,Female,False,False,True,19,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,48.8,953.65,1.6
700,0999-QXNSA,False,Male,True,False,True,7,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.75,344.2,1.5
701,1000-AJSLD,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.1,20.1,0.66
702,1004-NOZNR,False,Male,True,False,True,56,True,False,Fiber optic,True,False,False,False,True,True,One year,False,Credit card (automatic),94.8,5264.3,3.11
703,1009-IRMNA,True,Female,False,False,False,7,True,False,No,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),20.0,137.6,0.66
704,1010-DIAUQ,True,Male,False,False,False,5,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Bank transfer (automatic),96.5,492.55,3.17
705,1013-QCWAM,False,Female,True,True,False,66,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.8,6690.75,3.31
706,1015-JPFYW,False,Male,False,False,True,7,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.45,136.75,0.64
707,1015-OWJKI,False,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.05,19.05,0.63
708,1016-DJTSV,False,Male,True,False,False,8,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.7,572.85,2.29
709,1017-FBQMM,False,Female,False,True,True,62,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Credit card (automatic),106.05,6703.5,3.48
710,1020-JPQOW,False,Female,False,True,False,56,True,True,Fiber optic,False,True,True,True,False,False,Month-to-month,False,Electronic check,90.55,5116.6,2.97
711,1022-RKXDR,False,Female,False,False,False,41,True,True,No,False,False,False,False,False,False,One year,True,Mailed check,24.85,962.25,0.82
712,1023-BQXZE,False,Male,False,False,False,57,True,False,DSL,True,False,True,False,True,True,Two year,True,Bank transfer (automatic),74.35,4317.35,2.44
713,1024-GUALD,True,Female,False,True,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.8,24.8,0.81
714,1024-KPRBB,False,Female,False,False,False,38,True,False,Fiber optic,False,False,False,False,True,True,One year,True,Mailed check,89.1,3342.0,2.93
715,1024-VRZHF,True,Male,False,True,False,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.95,825.7,2.46
716,1025-FALIX,False,Female,False,False,False,26,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),69.05,1815.65,2.27
717,1027-LKKQQ,False,Female,False,True,True,72,True,False,DSL,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),80.45,5886.85,2.64
718,1028-FFNJK,False,Male,True,True,False,30,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,101.5,2917.65,3.33
719,1029-QFBEN,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.55,19.55,0.64
720,1031-IIDEO,True,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.85,70.85,2.33
721,1032-MAELW,False,Female,False,True,True,68,True,True,DSL,True,True,True,True,False,True,One year,True,Electronic check,78.45,5333.35,2.58
722,1035-IPQPU,False,Female,True,True,False,63,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,103.5,6479.4,3.4
723,1036-GUDCL,False,Male,False,True,True,60,True,False,DSL,True,True,False,True,True,True,Month-to-month,True,Credit card (automatic),79.05,4663.4,2.6
724,1038-RQOST,False,Male,False,True,True,19,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.6,414.95,0.68
725,1038-ZAGBI,True,Female,False,True,True,12,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),19.8,229.6,0.65
726,1041-RXHRA,True,Female,False,False,False,41,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),70.25,2868.05,2.31
727,1042-HFUCW,False,Female,False,False,True,25,True,False,DSL,False,True,False,True,False,False,One year,True,Credit card (automatic),54.75,1266.35,1.8
728,1043-UXOVO,False,Female,False,False,False,71,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),113.15,7993.3,3.72
729,1043-YCUTE,True,Male,False,True,False,56,True,True,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),25.15,1327.15,0.83
730,1045-LTCYT,False,Female,False,True,True,8,True,False,No,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),21.05,139.75,0.69
731,1047-NNCBF,False,Male,False,False,False,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),70.55,1493.55,2.32
732,1047-RNXZV,False,Male,False,False,False,43,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.55,876.15,0.64
733,1049-FYSYG,False,Female,False,True,False,17,False,False,DSL,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),35.65,646.05,1.17
734,1051-EQPZR,False,Female,False,True,True,44,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.6,780.25,0.64
735,1051-GEJLJ,False,Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.5,27.55,0.64
736,1052-QJIBV,False,Female,False,True,True,71,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.9,1397.3,0.65
737,1053-MXTTK,False,Female,False,True,True,72,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),108.65,7726.35,3.57
738,1057-FOGLZ,False,Female,False,False,False,18,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.65,391.7,0.65
740,1060-ENTOF,False,Female,True,True,False,67,True,True,Fiber optic,True,True,True,True,False,True,One year,True,Credit card (automatic),105.4,7035.6,3.46
741,1061-PNTHC,False,Female,False,True,True,56,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Mailed check,109.6,5953.0,3.6
742,1062-LHZOD,True,Male,False,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.9,69.9,2.3
743,1063-DHQJF,False,Male,False,True,True,69,True,False,Fiber optic,False,True,False,True,True,False,Two year,True,Mailed check,92.15,6480.9,3.03
744,1064-FBXNK,False,Male,False,True,True,1,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.85,19.85,0.65
745,1066-JKSGK,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.15,20.15,0.66
746,1069-QJOEE,False,Male,False,True,True,25,True,False,No,False,False,False,False,False,False,One year,False,Electronic check,19.9,505.45,0.65
747,1069-XAIEM,True,Female,True,False,False,1,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.05,85.05,2.79
748,1073-XXCZD,False,Male,False,True,False,55,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),25.7,1443.65,0.84
749,1074-AMIOH,False,Female,False,True,True,53,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),108.25,5935.1,3.56
750,1074-WVEVG,False,Female,False,True,False,59,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.35,1267.0,0.67
751,1075-BGWOH,True,Male,True,True,False,16,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.75,1587.55,3.24
752,1077-HUUJM,False,Female,False,False,True,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.05,472.65,2.33
753,1078-TDCRN,False,Female,True,True,False,3,False,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,30.75,82.85,1.01
754,1080-BWSYE,False,Male,True,True,False,64,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.65,1740.8,0.84
755,1084-MNSMJ,False,Female,False,True,True,51,True,False,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),85.5,4421.95,2.81
756,1084-UQCHV,True,Male,False,False,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.75,69.75,2.29
757,1085-LDWAM,False,Female,False,True,True,69,True,False,No,False,False,False,False,False,False,One year,True,Credit card (automatic),20.35,1442.65,0.67
758,1086-LXKFY,True,Female,False,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.1,69.1,2.27
759,1087-GRUYI,False,Male,False,True,False,38,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.4,743.5,0.67
760,1087-UDSIH,True,Female,False,False,False,3,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.6,59.75,0.64
761,1088-AUUZZ,False,Male,False,True,True,56,True,True,DSL,True,True,False,True,False,True,Two year,True,Credit card (automatic),75.85,4261.2,2.49
762,1088-CNNKB,False,Male,False,True,False,63,True,True,DSL,True,True,True,True,False,True,One year,False,Credit card (automatic),80.0,5040.2,2.63
763,1089-HDMKP,False,Male,True,False,True,11,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Electronic check,54.55,601.25,1.79
764,1089-XZWHH,False,Female,False,True,True,24,True,False,No,False,False,False,False,False,False,Two year,True,Mailed check,19.7,494.05,0.65
765,1090-ESELR,False,Male,False,True,True,72,True,False,Fiber optic,True,True,False,True,True,True,Two year,False,Bank transfer (automatic),105.5,7611.55,3.47
766,1090-PYKCI,False,Female,False,True,True,69,True,True,Fiber optic,True,True,True,True,True,False,One year,True,Credit card (automatic),105.1,7234.8,3.45
767,1091-SOZGA,False,Female,False,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.8,5515.45,3.28
768,1092-GANHU,True,Male,False,False,False,17,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,76.65,1313.55,2.52
769,1092-WPIVQ,False,Female,False,True,True,18,True,True,No,False,False,False,False,False,False,Two year,False,Mailed check,25.1,428.45,0.82
770,1093-YSWCA,False,Male,False,False,False,11,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.55,223.15,0.64
771,1094-BKOSX,False,Female,False,True,True,45,False,False,DSL,False,True,True,True,False,True,One year,False,Bank transfer (automatic),51.0,2264.5,1.68
772,1095-JUDTC,True,Female,True,False,False,47,True,True,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Electronic check,95.05,4504.55,3.12
773,1095-WGNGG,False,Female,False,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.05,5971.25,3.32
774,1096-ADRUX,False,Female,False,True,True,66,True,True,Fiber optic,False,False,False,False,False,False,One year,True,Bank transfer (automatic),74.25,4859.25,2.44
775,1097-FSPVW,False,Female,False,False,False,42,True,False,DSL,True,False,True,False,False,False,Month-to-month,False,Credit card (automatic),54.55,2455.05,1.79
776,1098-KFQEC,False,Female,False,True,True,55,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.4,1083.0,0.64
777,1098-TDVUQ,False,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),19.25,19.25,0.63
778,1099-BTKWT,False,Female,False,True,False,68,False,False,DSL,True,False,True,False,True,True,One year,True,Electronic check,54.4,3723.65,1.79
779,1099-GODLO,False,Female,False,True,True,1,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.35,20.35,0.67
780,1100-DDVRV,False,Male,False,True,False,17,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Mailed check,49.8,836.35,1.64
781,1101-SSWAG,False,Female,False,True,False,15,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,51.1,711.15,1.68
782,1104-FEJAM,False,Male,False,True,True,28,True,True,DSL,False,True,False,False,False,True,Month-to-month,False,Electronic check,64.4,1802.15,2.12
783,1104-TNLZA,False,Male,True,True,False,28,True,True,Fiber optic,False,True,False,True,True,True,Month-to-month,True,Electronic check,105.8,2998.0,3.48
784,1106-HRLKZ,False,Male,False,True,True,40,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.6,808.95,0.64
785,1110-KYLGQ,False,Female,False,False,False,63,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,False,Credit card (automatic),108.25,6780.1,3.56
786,1112-CUNAO,True,Female,True,False,False,15,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,89.85,1424.95,2.95
787,1113-IUJYX,True,Female,False,True,False,14,True,False,Fiber optic,True,True,False,True,True,True,One year,False,Mailed check,105.95,1348.9,3.48
788,1114-CENIM,True,Male,False,False,True,54,True,True,DSL,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),55.0,3092.65,1.81
789,1116-DXXDF,False,Male,False,False,False,39,True,False,Fiber optic,True,False,True,False,True,True,Two year,True,Electronic check,100.45,3801.7,3.3
790,1116-FRYVH,False,Female,False,True,True,48,False,False,DSL,True,True,False,True,False,False,Two year,False,Mailed check,39.4,1978.65,1.29
792,1120-BMWUB,True,Female,False,False,False,16,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Mailed check,53.9,834.15,1.77
793,1121-QSIVB,False,Female,False,False,True,44,True,True,DSL,False,True,False,False,True,True,One year,True,Mailed check,77.55,3471.1,2.55
794,1122-JWTJW,True,Male,False,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.65,70.65,2.32
795,1122-YJBCS,False,Male,False,True,False,69,True,False,DSL,True,True,False,False,False,False,One year,True,Credit card (automatic),53.65,3804.4,1.76
796,1125-SNVCK,False,Female,True,False,False,49,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,43.8,2106.05,1.44
797,1131-ALZWV,False,Female,False,False,False,24,True,True,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),24.6,605.25,0.81
798,1131-QQZEB,False,Male,True,True,False,71,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),23.95,1756.2,0.79
799,1131-SUEKT,False,Male,False,True,True,61,True,False,Fiber optic,False,True,False,True,True,True,One year,True,Bank transfer (automatic),98.45,6145.2,3.23
800,1133-KXCGE,False,Female,False,False,False,18,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.1,407.05,0.66
801,1134-YWTYF,False,Male,False,True,False,27,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Electronic check,53.8,1389.85,1.77
